index,dose,Si_rm_in_MD,N_rm_in_MD,C_rm_in_MD,F_rm_in_MD,Si_rm_in_byp,N_rm_in_byp,C_rm_in_byp,F_rm_in_byp
3843,0.427,0,0,0,0,0,0,0,0
3844,0.427,0,0,0,0,0,0,0,0
3845,0.427,0,0,0,1,2,0,1,5
3846,0.427,0,0,0,0,1,3,1,4
3847,0.427,0,1,2,0,0,0,0,0
3848,0.428,0,0,1,0,0,4,0,0
3849,0.428,0,0,0,0,1,0,0,4
3850,0.428,0,0,0,1,0,0,0,0
3851,0.428,0,1,1,0,1,2,0,2
3852,0.428,0,0,0,1,0,0,0,0
3853,0.428,0,0,0,0,1,0,0,4
3854,0.428,0,0,0,1,2,0,0,8
3855,0.428,0,0,1,0,1,2,0,4
3856,0.428,0,0,0,0,0,2,0,0
3857,0.429,0,0,0,0,0,0,0,0
3858,0.429,0,0,0,0,0,0,0,0
3859,0.429,0,0,1,0,0,3,1,0
3860,0.429,0,0,0,0,0,0,0,0
3861,0.429,0,0,1,0,1,0,0,2
3862,0.429,1,0,0,2,3,0,0,8
3863,0.429,0,0,0,0,3,2,0,12
3864,0.429,0,0,1,0,2,0,0,6
3865,0.429,0,0,0,0,1,0,0,4
3866,0.43,0,0,0,0,2,2,0,8
3867,0.43,0,0,0,0,0,2,0,0
3868,0.43,0,0,1,0,0,6,0,0
3869,0.43,1,1,0,0,0,2,0,0
3870,0.43,1,0,0,1,0,0,0,0
3871,0.43,0,0,0,0,0,0,0,0
3872,0.43,0,0,0,0,0,0,0,0
3873,0.43,0,2,2,0,0,2,0,0
3874,0.43,0,0,0,0,1,2,0,2
3875,0.431,0,0,0,0,1,0,0,4
3876,0.431,0,0,0,0,0,0,0,0
3877,0.431,0,0,0,0,3,1,1,10
3878,0.431,0,0,1,0,0,0,0,0
3879,0.431,0,1,2,0,1,1,1,4
3880,0.431,0,1,0,0,0,1,1,1
3881,0.431,0,0,0,0,1,0,0,4
3882,0.431,0,1,0,0,0,0,0,0
3883,0.431,0,0,0,0,0,0,0,0
3884,0.432,0,0,0,0,2,0,1,7
3885,0.432,0,0,1,0,2,0,0,5
3886,0.432,0,0,1,0,0,0,0,0
3887,0.432,0,0,0,0,2,2,0,8
3888,0.432,0,0,0,0,2,2,1,3
3889,0.432,0,0,0,0,1,4,0,4
3890,0.432,0,0,0,0,2,0,0,8
3891,0.432,0,0,0,0,2,0,0,6
3892,0.432,0,0,0,1,0,2,0,0
3893,0.433,0,0,1,2,0,0,0,0
3894,0.433,0,1,0,0,0,0,0,0
3895,0.433,0,0,2,0,1,2,0,4
3896,0.433,0,0,0,0,0,0,0,0
3897,0.433,0,0,0,0,1,0,0,1
3898,0.433,0,0,0,0,1,0,0,4
3899,0.433,1,0,0,0,1,2,0,4
3900,0.433,0,0,0,2,0,0,0,0
3901,0.433,0,0,1,0,0,3,1,0
3902,0.434,0,0,0,0,2,4,0,8
3903,0.434,0,0,0,0,0,2,0,0
3904,0.434,0,0,0,0,1,0,0,4
3905,0.434,0,0,0,1,0,0,0,0
3906,0.434,1,0,0,0,0,0,0,0
3907,0.434,0,0,0,0,0,0,0,0
3908,0.434,0,0,0,0,0,0,0,0
3909,0.434,0,0,0,0,0,0,0,0
3910,0.434,0,0,0,1,1,1,3,4
3911,0.435,0,1,0,0,2,5,1,7
3912,0.435,0,0,1,1,4,0,0,14
3913,0.435,0,0,0,1,2,0,0,6
3914,0.435,0,0,0,0,2,1,1,7
3915,0.435,1,0,0,0,3,0,0,8
3916,0.435,0,0,0,0,1,0,0,1
3917,0.435,0,0,1,2,5,6,10,7
3918,0.435,0,0,1,0,0,1,2,2
3919,0.435,0,0,1,0,1,0,0,2
3920,0.436,0,0,0,0,2,2,0,8
3921,0.436,0,0,0,0,0,0,0,0
3922,0.436,0,0,1,0,1,2,1,4
3923,0.436,0,0,0,0,3,1,0,4
3924,0.436,0,0,0,0,2,0,0,6
3925,0.436,0,1,0,0,0,0,0,0
3926,0.436,0,0,0,0,1,0,0,1
3927,0.436,1,0,0,0,1,1,0,1
3928,0.436,0,0,0,0,1,0,0,4
3929,0.437,0,0,0,0,1,2,0,5
3930,0.437,0,0,0,1,0,0,0,0
3931,0.437,0,0,0,0,1,1,1,2
3932,0.437,0,1,1,0,3,0,0,10
3933,0.437,0,2,0,0,0,2,1,0
3934,0.437,0,0,0,1,2,0,0,6
3935,0.437,0,0,0,0,1,2,0,2
3936,0.437,1,0,0,0,3,0,0,7
3937,0.437,0,1,1,0,0,0,0,0
3938,0.438,0,0,1,0,1,0,0,2
3939,0.438,0,0,0,0,1,4,0,4
3940,0.438,0,1,2,0,3,0,0,10
3941,0.438,0,0,0,0,0,2,0,0
3942,0.438,0,0,0,0,0,2,0,0
3943,0.438,2,0,1,2,5,7,9,7
3944,0.438,0,0,0,0,0,0,0,0
3945,0.438,1,0,1,1,1,0,0,1
3946,0.438,0,0,0,0,2,0,0,4
3947,0.439,0,0,0,0,0,0,0,0
3948,0.439,1,0,0,0,2,2,0,8
3949,0.439,0,1,1,0,0,2,0,0
3950,0.439,0,0,0,0,1,3,1,1
3951,0.439,0,1,1,0,0,3,0,0
3952,0.439,0,1,1,1,0,0,0,0
3953,0.439,0,0,0,0,0,0,0,0
3954,0.439,0,0,2,0,1,1,1,2
3955,0.439,0,0,1,0,0,0,0,0
3956,0.44,0,0,0,0,0,0,0,0
3957,0.44,0,0,0,0,0,0,0,0
3958,0.44,0,0,0,0,4,0,0,14
3959,0.44,1,0,0,0,2,4,1,4
3960,0.44,0,0,3,1,2,2,0,4
3961,0.44,0,0,1,0,0,0,0,0
3962,0.44,0,0,0,0,0,4,0,0
3963,0.44,0,1,0,0,1,2,0,4
3964,0.44,0,0,0,2,1,2,2,3
3965,0.441,0,0,0,0,1,1,4,2
3966,0.441,1,0,0,1,1,0,0,2
3967,0.441,0,0,0,0,3,1,1,10
3968,0.441,0,1,1,0,5,3,6,6
3969,0.441,0,0,1,0,1,2,0,2
3970,0.441,0,0,0,0,3,3,0,5
3971,0.441,0,0,1,0,0,0,0,0
3972,0.441,0,0,0,1,0,0,1,1
3973,0.441,0,0,0,1,0,5,1,0
3974,0.442,0,0,0,0,2,1,1,6
3975,0.442,0,0,0,0,0,0,0,0
3976,0.442,0,0,0,1,0,0,0,0
3977,0.442,0,0,0,0,0,0,0,0
3978,0.442,0,0,1,0,1,0,0,4
3979,0.442,0,0,1,0,0,0,0,0
3980,0.442,0,0,0,0,0,4,0,0
3981,0.442,0,1,1,0,2,0,0,8
3982,0.442,0,0,0,1,4,2,0,8
3983,0.443,0,0,0,0,1,1,1,4
3984,0.443,0,0,0,0,2,1,1,4
3985,0.443,0,0,0,0,1,2,0,4
3986,0.443,0,0,0,0,1,0,0,4
3987,0.443,1,1,0,0,3,0,0,8
3988,0.443,0,1,0,0,0,0,0,0
3989,0.443,0,0,0,0,1,0,0,4
3990,0.443,0,0,0,0,1,5,1,2
3991,0.443,0,0,1,1,0,0,0,0
3992,0.444,0,0,0,0,0,2,1,2
3993,0.444,0,0,0,0,0,0,0,0
3994,0.444,0,0,0,0,1,2,0,4
3995,0.444,0,0,0,0,0,2,0,0
3996,0.444,0,1,1,1,1,0,0,4
3997,0.444,0,0,0,0,0,0,1,0
3998,0.444,0,0,0,1,1,2,6,3
3999,0.444,0,0,1,0,1,0,0,4
4000,0.444,0,2,2,1,1,0,0,4
4001,0.445,0,0,0,0,0,0,0,0
4002,0.445,0,0,0,0,0,0,0,0
4003,0.445,0,0,1,0,0,0,4,0
4004,0.445,0,0,0,0,0,0,0,0
4005,0.445,0,0,0,0,1,4,0,4
4006,0.445,0,0,0,0,0,4,0,0
4007,0.445,0,0,0,1,1,0,0,2
4008,0.445,0,0,1,0,2,0,0,4
4009,0.445,0,1,0,0,0,0,0,0
4010,0.446,0,0,0,0,0,2,0,0
4011,0.446,0,0,0,0,0,0,0,0
4012,0.446,0,0,0,0,1,0,0,4
4013,0.446,0,0,2,0,1,0,0,2
4014,0.446,0,0,0,0,1,0,0,2
4015,0.446,0,0,0,0,1,0,0,2
4016,0.446,0,0,0,0,1,4,0,4
4017,0.446,0,0,1,0,0,1,1,0
4018,0.446,0,0,0,0,1,2,0,4
4019,0.447,0,0,0,0,0,6,0,0
4020,0.447,0,0,0,0,1,6,0,2
4021,0.447,0,0,0,0,1,0,0,2
4022,0.447,0,0,0,0,1,0,0,4
4023,0.447,0,0,0,0,1,0,0,4
4024,0.447,0,0,0,0,0,4,0,0
4025,0.447,0,0,0,0,0,0,0,0
4026,0.447,0,0,0,0,0,0,0,0
4027,0.447,0,0,0,0,0,0,0,0
4028,0.448,0,0,0,0,2,2,0,6
4029,0.448,0,0,0,0,0,2,0,0
4030,0.448,0,0,0,0,0,0,0,0
4031,0.448,1,2,5,2,0,2,2,1
4032,0.448,0,0,0,0,0,2,0,0
4033,0.448,1,0,0,1,1,0,2,2
4034,0.448,0,0,0,0,0,0,0,0
4035,0.448,0,0,0,0,1,2,0,4
4036,0.448,0,0,1,0,1,4,0,4
4037,0.449,0,1,3,1,0,0,0,0
4038,0.449,0,0,1,0,0,0,0,0
4039,0.449,0,0,0,0,2,0,0,8
4040,0.449,0,0,2,1,0,2,0,0
4041,0.449,0,0,0,0,0,0,0,0
4042,0.449,0,1,1,1,1,1,1,4
4043,0.449,0,0,0,0,1,0,0,2
4044,0.449,0,0,0,0,1,2,0,4
4045,0.449,0,0,0,0,0,0,0,0
4046,0.45,1,0,0,0,1,2,0,2
4047,0.45,0,1,0,0,1,0,0,4
4048,0.45,0,1,1,0,2,1,1,8
4049,0.45,0,0,0,0,2,0,0,8
4050,0.45,0,0,0,0,0,0,0,0
4051,0.45,0,0,0,0,2,0,0,5
4052,0.45,0,0,0,0,2,2,0,8
4053,0.45,0,0,0,0,0,2,0,0
4054,0.45,0,0,0,0,1,1,2,4
4055,0.451,0,0,0,1,0,4,0,0
4056,0.451,0,0,0,1,0,2,0,0
4057,0.451,0,0,0,0,1,0,0,4
4058,0.451,0,0,0,0,0,0,0,0
4059,0.451,0,0,0,0,2,2,0,5
4060,0.451,0,0,1,0,1,2,0,1
4061,0.451,0,0,0,0,2,2,0,8
4062,0.451,0,0,2,0,0,0,0,0
4063,0.451,0,0,0,0,1,0,0,4
4064,0.452,0,1,1,0,0,1,0,0
4065,0.452,0,0,0,0,3,0,0,10
4066,0.452,0,0,0,0,0,0,0,0
4067,0.452,0,0,1,0,0,0,1,2
4068,0.452,0,0,0,0,0,0,0,0
4069,0.452,0,1,1,0,0,0,0,1
4070,0.452,0,0,0,0,1,0,0,4
4071,0.452,0,0,0,0,2,0,0,5
4072,0.452,0,0,0,0,1,4,0,4
4073,0.453,0,0,0,0,0,0,0,0
4074,0.453,0,0,0,0,0,0,0,0
4075,0.453,0,0,0,0,2,2,0,6
4076,0.453,0,0,0,0,0,2,0,0
4077,0.453,0,0,0,0,2,0,0,8
4078,0.453,0,0,0,0,1,0,0,4
4079,0.453,0,0,0,0,1,0,0,2
4080,0.453,0,0,1,0,0,4,0,0
4081,0.453,0,0,0,0,1,0,0,4
4082,0.454,0,0,0,0,2,2,0,6
4083,0.454,0,0,0,0,0,0,0,0
4084,0.454,0,2,2,0,1,4,2,4
4085,0.454,0,0,1,0,2,1,1,5
4086,0.454,0,0,1,0,1,0,2,1
4087,0.454,0,1,2,0,2,0,1,6
4088,0.454,0,0,0,0,1,4,0,2
4089,0.454,0,0,0,0,0,0,0,0
4090,0.454,0,0,0,0,0,0,0,0
4091,0.455,0,0,0,0,1,2,0,4
4092,0.455,0,1,1,0,2,2,0,6
4093,0.455,0,0,1,0,1,0,0,4
4094,0.455,0,0,1,0,1,2,0,4
4095,0.455,0,0,1,0,0,0,0,0
4096,0.455,0,0,1,0,0,0,0,0
4097,0.455,0,0,1,0,0,0,0,0
4098,0.455,0,0,0,0,0,0,0,0
4099,0.455,1,0,0,0,1,2,0,4
4100,0.456,0,0,0,0,0,8,0,0
4101,0.456,1,0,3,0,1,7,4,3
4102,0.456,0,0,1,0,0,2,0,0
4103,0.456,0,0,0,1,2,2,0,6
4104,0.456,0,1,0,0,1,2,0,4
4105,0.456,0,0,0,0,0,4,0,0
4106,0.456,0,0,0,0,3,0,0,12
4107,0.456,0,1,1,0,2,0,0,8
4108,0.456,0,1,1,0,0,0,0,0
4109,0.457,0,0,0,1,0,2,0,0
4110,0.457,0,2,1,1,3,0,0,8
4111,0.457,1,0,0,0,2,2,0,8
4112,0.457,0,0,0,0,2,0,0,4
4113,0.457,1,1,0,0,0,0,0,0
4114,0.457,0,1,1,0,1,0,1,4
4115,0.457,0,0,0,0,2,0,0,6
4116,0.457,0,0,5,1,1,0,0,4
4117,0.457,0,0,0,0,0,0,0,0
4118,0.458,0,0,0,0,0,0,0,0
4119,0.458,0,0,0,0,0,2,0,0
4120,0.458,0,0,0,0,3,0,0,12
4121,0.458,0,0,0,0,1,0,0,1
4122,0.458,0,0,0,0,1,0,0,2
4123,0.458,0,0,0,0,0,2,0,0
4124,0.458,0,0,0,0,0,2,0,0
4125,0.458,0,0,0,0,0,0,0,0
4126,0.458,0,0,0,0,1,0,0,2
4127,0.459,0,0,0,1,1,0,0,4
4128,0.459,0,1,5,0,2,2,0,6
4129,0.459,0,0,0,0,0,0,0,0
4130,0.459,0,0,0,0,0,0,0,0
4131,0.459,0,0,1,1,3,0,0,6
4132,0.459,0,0,0,0,0,0,0,0
4133,0.459,0,0,1,0,1,0,0,2
4134,0.459,0,0,0,0,0,2,0,0
4135,0.459,0,0,0,0,2,0,0,8
4136,0.46,0,0,0,0,1,0,0,4
4137,0.46,0,0,0,0,2,0,0,4
4138,0.46,0,0,1,0,1,2,0,4
4139,0.46,0,4,4,0,0,2,0,0
4140,0.46,0,1,2,0,2,1,1,3
4141,0.46,0,0,0,0,3,0,0,10
4142,0.46,0,0,0,0,3,2,0,10
4143,0.46,0,0,0,0,1,0,0,4
4144,0.46,0,0,0,0,2,0,0,3
4145,0.461,0,0,0,0,2,0,0,8
4146,0.461,0,0,0,0,2,0,0,4
4147,0.461,0,0,0,0,1,4,0,4
4148,0.461,0,1,3,0,0,0,1,2
4149,0.461,0,0,0,0,0,2,0,0
4150,0.461,0,0,0,0,1,0,0,4
4151,0.461,0,0,0,0,0,6,0,0
4152,0.461,0,0,0,0,1,0,0,4
4153,0.461,0,0,0,0,1,1,1,2
4154,0.462,0,1,3,1,2,0,0,1
4155,0.462,0,1,1,0,1,0,1,4
4156,0.462,0,0,1,0,1,1,1,4
4157,0.462,0,2,0,0,3,2,3,6
4158,0.462,0,0,1,1,1,0,0,4
4159,0.462,0,0,1,0,2,0,0,6
4160,0.462,1,0,0,1,0,1,1,0
4161,0.462,0,0,0,1,0,0,0,0
4162,0.462,0,2,3,0,0,0,0,0
4163,0.463,0,0,0,0,0,0,0,0
4164,0.463,0,0,0,0,1,2,0,2
4165,0.463,0,0,0,0,0,2,0,0
4166,0.463,0,0,0,0,0,2,0,0
4167,0.463,0,0,0,0,0,0,0,0
4168,0.463,3,1,1,2,1,0,0,1
4169,0.463,0,0,0,0,0,2,0,0
4170,0.463,1,0,0,2,1,0,0,3
4171,0.463,0,0,0,0,3,2,0,9
4172,0.464,0,0,0,0,0,0,0,0
4173,0.464,0,0,0,0,0,2,0,0
4174,0.464,0,0,0,0,2,0,0,8
4175,0.464,0,0,0,1,0,0,0,0
4176,0.464,0,0,0,0,0,0,0,0
4177,0.464,0,0,0,0,0,0,0,0
4178,0.464,0,0,0,0,0,0,0,0
4179,0.464,0,0,0,0,2,0,0,6
4180,0.464,0,0,0,0,1,0,0,4
4181,0.465,0,0,0,0,0,0,0,0
4182,0.465,0,0,0,0,1,0,0,4
4183,0.465,0,0,0,0,0,0,0,0
4184,0.465,0,0,0,0,0,2,0,0
4185,0.465,0,0,0,0,0,4,0,0
4186,0.465,0,0,0,0,1,0,0,4
4187,0.465,0,0,0,0,2,2,0,8
4188,0.465,0,0,1,0,0,0,0,0
4189,0.465,0,0,0,0,1,0,0,2
4190,0.466,0,0,1,0,0,0,0,0
4191,0.466,0,1,2,0,0,0,0,0
4192,0.466,0,1,1,0,5,0,0,13
4193,0.466,0,1,2,0,0,2,0,2
4194,0.466,0,0,0,0,0,0,0,0
4195,0.466,0,0,0,0,0,2,0,0
4196,0.466,0,0,1,0,0,0,0,1
4197,0.466,0,0,0,0,2,0,0,6
4198,0.466,0,0,0,0,0,1,1,0
4199,0.467,0,0,0,0,0,4,0,0
4200,0.467,0,0,0,0,1,2,0,2
4201,0.467,0,0,0,1,1,2,0,4
4202,0.467,0,0,0,0,0,0,0,0
4203,0.467,0,0,0,0,0,0,0,0
4204,0.467,0,0,0,0,0,0,0,0
4205,0.467,1,0,0,0,2,0,0,6
4206,0.467,0,0,0,0,1,0,0,4
4207,0.467,0,0,0,0,3,0,0,10
4208,0.468,0,0,0,0,0,2,0,0
4209,0.468,0,0,0,0,5,1,1,17
4210,0.468,0,0,0,0,0,2,0,0
4211,0.468,0,0,0,0,0,0,0,0
4212,0.468,0,0,2,0,2,1,1,6
4213,0.468,0,0,1,0,1,1,1,5
4214,0.468,0,0,0,0,3,4,0,12
4215,0.468,0,0,0,0,0,0,0,0
4216,0.468,0,0,0,0,1,0,0,4
4217,0.469,0,0,0,0,0,0,0,0
4218,0.469,0,0,0,0,1,5,1,4
4219,0.469,1,0,0,1,1,0,0,2
4220,0.469,0,0,1,1,0,1,1,0
4221,0.469,0,0,0,1,2,2,0,4
4222,0.469,0,0,0,0,1,2,0,4
4223,0.469,0,0,0,1,2,0,1,6
4224,0.469,0,0,0,1,2,0,0,8
4225,0.469,0,0,0,1,0,0,0,0
4226,0.47,0,0,0,0,3,4,0,12
4227,0.47,0,0,0,0,0,2,0,0
4228,0.47,0,0,0,0,0,2,0,0
4229,0.47,0,0,0,0,2,0,0,8
4230,0.47,0,0,0,0,2,0,0,6
4231,0.47,0,0,0,0,0,0,0,0
4232,0.47,0,0,0,0,0,0,0,0
4233,0.47,0,0,0,0,1,0,0,2
4234,0.47,0,0,0,0,1,4,0,4
4235,0.471,0,0,0,0,1,0,0,4
4236,0.471,0,1,2,0,1,0,0,2
4237,0.471,0,0,1,0,0,0,1,0
4238,0.471,0,2,0,0,0,2,0,0
4239,0.471,0,0,0,0,1,3,1,2
4240,0.471,0,1,2,0,1,0,0,2
4241,0.471,1,0,0,4,1,2,2,0
4242,0.471,0,0,1,0,3,0,0,10
4243,0.471,0,0,1,0,1,0,1,4
4244,0.472,0,0,1,0,1,0,0,4
4245,0.472,0,0,0,0,0,0,0,0
4246,0.472,0,0,0,0,0,0,0,0
4247,0.472,0,0,0,0,0,0,0,0
4248,0.472,0,0,1,0,0,1,1,0
4249,0.472,0,0,0,0,0,0,0,0
4250,0.472,0,0,0,0,2,2,0,8
4251,0.472,0,0,2,0,0,0,0,0
4252,0.472,1,0,1,1,1,4,2,5
4253,0.473,0,0,0,0,0,1,1,0
4254,0.473,0,0,1,0,3,0,0,9
4255,0.473,0,0,1,0,1,1,2,4
4256,0.473,0,0,1,0,0,0,0,0
4257,0.473,0,0,1,0,0,0,0,0
4258,0.473,0,0,0,0,2,1,1,5
4259,0.473,0,0,0,0,2,1,0,5
4260,0.473,1,0,1,0,1,0,0,2
4261,0.473,0,0,0,0,3,0,0,7
4262,0.474,0,0,0,0,0,0,0,0
4263,0.474,0,0,0,1,1,0,0,2
4264,0.474,0,0,0,0,0,0,0,0
4265,0.474,0,0,0,0,1,0,0,4
4266,0.474,0,0,0,0,1,2,0,2
4267,0.474,0,0,2,0,2,2,0,3
4268,0.474,0,0,2,0,1,0,0,2
4269,0.474,0,1,1,0,0,0,0,0
4270,0.474,0,0,0,0,0,2,0,0
4271,0.475,0,0,0,0,0,0,0,0
4272,0.475,0,0,1,1,2,0,0,6
4273,0.475,0,0,0,0,2,2,0,8
4274,0.475,0,0,0,0,1,0,0,4
4275,0.475,0,0,0,0,3,0,0,10
4276,0.475,0,0,0,0,0,0,0,0
4277,0.475,0,0,0,0,0,0,0,0
4278,0.475,0,1,0,0,0,0,0,0
4279,0.475,0,0,0,0,0,0,0,0
4280,0.476,0,0,0,0,1,2,0,4
4281,0.476,1,0,0,2,0,2,0,0
4282,0.476,0,0,0,1,0,2,0,0
4283,0.476,0,0,0,0,0,0,0,0
4284,0.476,0,0,0,0,1,2,0,4
4285,0.476,0,0,0,0,0,0,0,0
4286,0.476,0,0,1,0,2,0,0,5
4287,0.476,0,0,1,1,0,0,0,0
4288,0.476,0,0,0,0,0,0,0,0
4289,0.477,0,0,0,0,2,2,0,6
4290,0.477,0,0,2,0,1,0,0,2
4291,0.477,0,0,0,0,0,0,0,0
4292,0.477,0,0,0,0,0,2,0,0
4293,0.477,0,0,0,0,0,1,1,0
4294,0.477,0,0,0,0,1,0,0,4
4295,0.477,1,0,0,1,1,0,0,4
4296,0.477,0,0,0,0,1,2,0,4
4297,0.477,0,0,0,0,1,2,0,4
4298,0.478,0,0,0,0,0,0,0,0
4299,0.478,0,1,0,0,0,0,0,0
4300,0.478,0,0,0,0,1,0,0,2
4301,0.478,0,0,0,0,0,4,0,0
4302,0.478,0,0,0,1,0,2,0,0
4303,0.478,0,0,0,0,1,0,0,4
4304,0.478,0,0,0,0,1,4,0,2
4305,0.478,0,0,0,0,2,0,0,8
4306,0.478,0,0,0,0,0,2,0,0
4307,0.479,0,0,0,0,1,2,0,2
4308,0.479,0,0,0,0,0,2,0,0
4309,0.479,0,0,0,0,1,0,0,4
4310,0.479,1,1,1,0,1,0,0,2
4311,0.479,0,0,0,0,0,0,0,0
4312,0.479,0,0,0,0,2,0,0,6
4313,0.479,0,0,0,0,1,0,0,4
4314,0.479,0,0,0,0,0,0,0,0
4315,0.479,0,0,0,0,1,2,0,4
4316,0.48,0,0,0,0,0,0,0,0
4317,0.48,0,0,0,0,1,0,0,4
4318,0.48,0,0,0,1,1,4,0,3
4319,0.48,0,0,1,0,2,0,0,4
4320,0.48,0,0,0,0,1,0,0,2
4321,0.48,0,0,0,0,1,0,0,2
4322,0.48,0,0,0,1,0,0,0,0
4323,0.48,0,0,3,1,1,0,0,2
4324,0.48,0,0,0,0,0,2,0,0
4325,0.481,0,0,1,0,1,0,0,4
4326,0.481,0,0,0,0,0,0,0,0
4327,0.481,0,0,0,1,0,0,0,0
4328,0.481,1,0,0,1,2,2,0,8
4329,0.481,0,0,0,0,0,3,1,0
4330,0.481,0,0,2,0,1,0,0,4
4331,0.481,0,0,1,1,1,0,0,2
4332,0.481,0,1,1,0,3,0,0,8
4333,0.481,0,0,2,0,0,0,0,0
4334,0.482,0,0,1,0,0,0,0,0
4335,0.482,0,0,0,0,0,1,1,0
4336,0.482,0,2,2,0,0,0,0,0
4337,0.482,0,0,0,0,0,2,0,0
4338,0.482,0,0,0,0,1,0,0,4
4339,0.482,0,1,2,1,0,0,0,0
4340,0.482,0,0,0,0,1,4,0,4
4341,0.482,0,0,1,1,1,0,0,4
4342,0.482,0,0,0,0,0,0,0,0
4343,0.483,0,0,1,0,2,2,0,3
4344,0.483,1,0,1,1,1,0,1,2
4345,0.483,0,0,0,0,0,0,0,0
4346,0.483,0,0,1,0,1,0,0,4
4347,0.483,0,0,3,0,2,0,0,8
4348,0.483,0,0,0,0,1,0,0,2
4349,0.483,0,0,0,0,3,1,1,7
4350,0.483,0,0,1,0,0,0,0,0
4351,0.483,0,0,0,0,1,0,0,4
4352,0.484,0,0,0,0,0,0,0,0
4353,0.484,0,0,0,0,1,4,0,4
4354,0.484,0,0,0,0,1,0,0,4
4355,0.484,0,1,2,0,2,0,0,6
4356,0.484,0,0,1,0,0,3,1,0
4357,0.484,0,1,1,0,1,2,0,4
4358,0.484,1,0,0,0,0,0,0,0
4359,0.484,0,0,1,1,0,0,0,0
4360,0.484,0,0,0,0,0,2,0,0
4361,0.485,0,0,1,1,1,0,0,2
4362,0.485,0,0,0,0,0,0,1,0
4363,0.485,0,0,0,0,2,4,0,8
4364,0.485,0,0,0,0,2,0,0,8
4365,0.485,0,1,1,0,0,0,0,0
4366,0.485,0,0,0,1,1,2,0,4
4367,0.485,0,0,0,0,1,2,0,4
4368,0.485,0,0,0,0,1,2,1,4
4369,0.485,0,0,0,0,2,0,0,6
4370,0.486,1,1,3,0,1,0,0,4
4371,0.486,0,0,1,0,1,3,1,2
4372,0.486,0,0,0,0,1,2,0,4
4373,0.486,0,0,0,0,0,0,0,0
4374,0.486,0,0,0,0,1,0,0,4
4375,0.486,0,0,0,0,1,0,0,4
4376,0.486,0,0,0,0,1,4,0,4
4377,0.486,0,0,1,0,1,3,6,2
4378,0.486,0,0,0,0,0,0,0,0
4379,0.487,0,0,0,0,0,0,0,0
4380,0.487,0,0,0,0,0,4,0,0
4381,0.487,0,0,0,0,0,2,0,0
4382,0.487,0,0,0,0,0,4,0,0
4383,0.487,0,0,0,0,1,4,0,2
4384,0.487,0,0,0,0,0,6,0,0
4385,0.487,0,1,0,0,0,6,0,0
4386,0.487,0,0,0,0,0,2,0,0
4387,0.487,0,2,0,0,0,0,0,0
4388,0.488,0,0,0,0,0,2,0,0
4389,0.488,0,1,0,0,0,6,0,0
4390,0.488,0,1,0,1,0,4,0,0
4391,0.488,0,0,0,2,0,0,0,0
4392,0.488,0,0,0,1,0,6,0,0
4393,0.488,0,0,0,0,0,0,0,0
4394,0.488,0,0,0,0,0,4,0,0
4395,0.488,0,0,1,0,0,6,0,0
4396,0.488,0,1,0,0,0,0,0,0
4397,0.489,0,0,0,0,0,0,0,0
4398,0.489,0,0,0,1,0,4,0,0
4399,0.489,0,0,0,2,0,2,0,0
4400,0.489,0,2,0,1,0,0,0,0
4401,0.489,0,0,0,0,0,2,0,0
4402,0.489,0,0,0,0,1,6,0,4
4403,0.489,0,0,0,0,0,0,0,0
4404,0.489,0,0,0,0,2,0,0,6
4405,0.489,0,0,1,0,1,2,0,2
4406,0.49,1,0,0,0,2,0,0,7
4407,0.49,0,0,1,0,1,3,1,2
4408,0.49,0,1,2,1,0,1,1,0
4409,0.49,0,0,0,0,1,0,0,4
4410,0.49,0,0,0,0,0,4,0,0
4411,0.49,0,0,0,0,1,0,0,4
4412,0.49,0,0,0,1,4,2,0,9
4413,0.49,0,0,0,0,1,2,0,2
4414,0.49,0,0,0,1,2,2,0,8
4415,0.491,0,0,0,0,0,0,0,0
4416,0.491,0,0,0,1,4,0,0,16
4417,0.491,0,0,0,0,4,0,0,14
4418,0.491,0,0,0,0,2,2,0,6
4419,0.491,0,0,0,0,0,0,0,0
4420,0.491,0,0,0,0,4,0,0,13
4421,0.491,0,0,1,0,0,3,4,0
4422,0.491,0,0,0,0,0,0,0,0
4423,0.491,0,0,1,1,1,0,0,3
4424,0.492,0,0,0,0,1,0,0,4
4425,0.492,0,0,0,0,0,2,0,0
4426,0.492,0,0,0,0,1,2,0,4
4427,0.492,0,0,0,0,1,0,0,2
4428,0.492,0,0,0,0,1,0,0,2
4429,0.492,0,0,0,0,1,0,0,4
4430,0.492,0,0,0,0,0,0,0,0
4431,0.492,0,0,0,0,0,3,1,0
4432,0.492,0,0,0,0,1,0,0,4
4433,0.493,0,0,1,0,1,0,0,4
4434,0.493,0,0,0,0,1,4,0,4
4435,0.493,0,0,0,1,1,0,0,4
4436,0.493,0,0,0,0,0,0,0,0
4437,0.493,0,0,3,1,1,1,1,4
4438,0.493,0,0,1,0,0,2,0,0
4439,0.493,2,0,3,2,0,0,0,0
4440,0.493,0,0,1,1,1,1,1,2
4441,0.493,0,0,0,0,0,0,0,0
4442,0.494,0,0,0,0,0,4,0,0
4443,0.494,0,1,1,0,1,0,0,4
4444,0.494,0,0,0,1,0,0,1,1
4445,0.494,0,0,0,0,0,2,0,0
4446,0.494,0,0,0,0,0,0,0,0
